Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
The NCI Predoctoral to Postdoctoral Fellow Transition Award (F99/K00 Clinical Trial Not Allowed),8/18/22,11/19/22,F99/K00,NIH,NCI,None,RFA-CA-22-041,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-22-041.html
Practice-Based Research Integrating Multidisciplinary Experiences in Dental Schools (PRIMED) (U01 Clinical Trial Not Allowed),8/18/22,2/25/23,U01,NIH,NIDCR,None,RFA-DE-23-012,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-23-012.html
AHRQ Conference Grant Programs (R13),8/17/22,11/1/26,R13,AHRQ,AHRQ,None,PA-22-238,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-22-238.html
Chemical Countermeasures Research Program (CCRP) Initiative: Basic Research on The Deleterious Effects of Acute Exposure to Ultra-Potent Synthetic (UPS) Opioids (R01 Clinical Trial Not Allowed),8/17/22,11/20/24,R01,NIH,NIDA,NIAID,RFA-DA-23-056,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-056.html
HEAL Initiative: Development and validation of virtual assessments to study children and caregivers in their natural environment (R01- Clinical Trial Not Allowed),8/17/22,2/4/23,R01,NIH,NIDA,"NCCIH, NIAAA",RFA-DA-23-050,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-050.html
HEAL Initiative: Development and validation of virtual assessments to study children and caregivers in their natural environment (R01- Basic Experimental Studies with Humans Required),8/17/22,2/8/23,R01,NIH,NIDA,"NCCIH, NIAAA",RFA-DA-23-055,RFA,Basic_Trial,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-055.html
"Fostering Mental, Emotional, and Behavioral (MEB) Health Among Children in School Settings: Opportunities for Multisite Trials of Complementary and Integrative Health Interventions (Clinical Trial Optional)",8/17/22,10/29/22,UG3/UH3,NIH,NCCIH,ODP,RFA-AT-23-003,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AT-23-003.html
Integrative Research to Understand the Impact of Sex Differences on the Molecular Determinants of AD Risk and Responsiveness to Treatment (U01 Clinical Trial Optional),8/16/22,2/22/23,U01,NIH,NIA,None,PAR-22-228,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-228.html
Training Award to Promote Cross-Training in the Fields of Traumatic Brain Injury (TBI) as a Risk Factor for Alzheimers Disease/Alzheimers Disease Related Dementias (AD/ADRD) (K18 Clinical Trial Not Allowed),8/16/22,11/5/22,K18,NIH,NINDS,NIA,RFA-NS-22-061,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-061.html
Consortium on Translational Research in Early Detection of Liver Cancer: Data Management and Coordinating Center (U24 Clinical Trial Not Allowed),8/15/22,11/8/22,U24,NIH,NCI,None,RFA-CA-22-032,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-22-032.html
Consortium on Translational Research in Early Detection of Liver Cancer: Translational Research Centers (U01 Clinical Trial Optional),8/15/22,11/8/22,U01,NIH,NCI,None,RFA-CA-22-031,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-22-031.html
Radiation Oncology-Biology Integration Network (ROBIN) Centers (U54 Clinical Trial Required),8/15/22,10/4/22,U54,NIH,NCI,None,RFA-CA-22-046,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-22-046.html
"Research Resource Center to Build an Open-Access Repository and Database for Anatomical and Physiological Correlates of Acupoints (U24, Clinical Trial Optional)",8/15/22,12/1/22,U24,NIH,NCCIH,None,RFA-AT-23-005,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AT-23-005.html
Javits Neuroscience Investigator Award  Extension Request (Type 4 Clinical Trial Optional),8/15/22,10/3/25,444,NIH,NINDS,None,PAR-23-022,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-23-022.html
Notice of Special Interest (NOSI): Research on the Health of Bisexual and Bisexual+ People,8/11/22,5/8/25,"K24,U01,R01,K01,R15,R03,K76,R34,K99/R00,T32,F32,UG3/UH3,R21,K23,F31",NIH,OD,"NCCIH, NIA, NIAAA, NIAID, NICHD, NIDA, NIDCR, NIMH, NIMHD, NINDS, ODP",NOT-OD-22-166,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-166.html
Molecular Phenotypes of Null Alleles in Cells (MorPhiC) Phase I: Data Analysis and Validation Centers (U01 Clinical trials not allowed),8/11/22,11/2/22,U01,NIH,NHGRI,None,RFA-HG-22-019,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-22-019.html
Maternal Health Research Centers of Excellence Implementation Science Hub/Resource Center (U24 Clinical Trial Optional),8/11/22,12/6/22,U24,NIH,NICHD,"SGMRO, NINR, OAR, OBSSR, ODP, ODS, ORWH, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NHGRI, NHLBI, NIAAA, NIAID, NIBIB, NIDA, NCATS, NCCIH",RFA-HD-23-037,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-23-037.html
Maternal Health Research Centers of Excellence (U54 Clinical Trial Optional),8/11/22,12/6/22,U54,NIH,NICHD,"NCATS, NCCIH, NHGRI, NHLBI, NIAAA, NIAID, NIAMS, NIBIB, NIDA, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NINR, OAR, OBSSR, ODP, ODS, ORWH, SGMRO",RFA-HD-23-035,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-23-035.html
Maternal Health Research Centers of Excellence Data Innovation and Coordinating Hub/Resource Center (U24 Clinical Trial Not Allowed),8/11/22,12/6/22,U24,NIH,NICHD,"NINDS, NINR, NLM, OAR, OBSSR, ODP, ODS, ORWH, SGMRO, NIMHD, NCATS, NCCIH, NHGRI, NHLBI, NIAAA, NIAID, NIBIB, NIDA, NIDCR, NIDDK, NIEHS, NIMH",RFA-HD-23-036,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-23-036.html
Notice of Special Interest (NOSI): Administrative Supplements for NIA-VA Mentored Physician and Clinical Psychologist Scientist Award in Alzheimers Disease (AD) and AD-Related Dementias (ADRD),8/10/22,12/31/23,Admin Supp,NIH,NIA,None,NOT-AG-22-020,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AG-22-020.html
Pediatric Scientist Development Program (PDSP) (K12 Clinical Trial Not Allowed),8/10/22,9/13/22,K12,NIH,NICHD,None,RFA-HD-23-034,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-23-034.html
Reproductive Scientist Development Program (RSDP) (K12 Clinical Trial Not Allowed),8/10/22,12/1/22,K12,NIH,NICHD,None,RFA-HD-23-012,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-23-012.html
"AD/ADRD, Adverse Childhood Experiences, and Social Determinants of Health Ancillary Studies of Existing Longitudinal Cohorts (R01 - Clinical Trial Not Allowed)",8/10/22,10/6/22,R01,NIH,NINDS,NIA,PAR-22-221,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-221.html
NIAMS Clinical Trial Planning Grant (R34) - Clinical Trial Not Allowed,8/10/22,11/4/23,R34,NIH,NIAMS,None,PAR-22-205,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-205.html
Advancing Research to Understand Congenital Malformations (R01 Clinical Trial Not Allowed),8/9/22,11/6/24,R01,NIH,NICHD,None,PAR-22-215,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-215.html
Identifying Host Cell Death Pathway Targets for Host-Directed Therapies for Treatment of Mtb and Mtb/HIV Co-Infection (R01 Clinical Trial Not Allowed),8/9/22,12/8/24,R01,NIH,NIAID,None,PAR-22-223,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-223.html
National Institute of Allergy and Infectious Diseases (NIAID) Clinical Data and Safety Management Center (CDSMC) (U01 Clinical Trial Not Allowed),8/9/22,12/1/22,U01,NIH,NIAID,None,RFA-AI-22-058,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-22-058.html
Transplantation Statistical and Clinical Coordinating Center (T-SCCC) (U01 Clinical Trial Not Allowed),8/9/22,12/1/22,U01,NIH,NIAID,None,RFA-AI-22-057,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-22-057.html
Allergy and Asthma Statistical and Clinical Coordinating Center (AA-SCCC) (U01 Clinical Trial Not Allowed),8/9/22,12/1/22,U01,NIH,NIAID,None,RFA-AI-22-054,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-22-054.html
NIDA REI: Addressing Racial Equity in Substance Use and Addiction Outcomes Through Community-Engaged Research at Minority Serving Institutions (R01 Clinical Trial Optional),8/9/22,11/15/24,R01,NIH,NIDA,None,RFA-DA-23-032,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-032.html
NIDA REI: Racial Equity Visionary Award Program for Research at Minority Serving Institutions on Substance Use and Racial Equity (DP1 Clinical Trial Optional),8/9/22,11/15/24,DP1,NIH,NIDA,None,RFA-DA-23-031,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-031.html
NIDA REI: Research at Minority Serving Institutions on Neurocognitive Mechanisms Underlying the Impact of Structural Racism on the Substance Use Trajectory (R61/R33 Clinical Trial Optional),8/9/22,11/15/24,R61/R33,NIH,NIDA,None,RFA-DA-23-029,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-029.html
NIDA REI: Research on Neurocognitive Mechanisms Underlying the Impact of Structural Racism on the Substance Use Trajectory (R61/R33 Clinical Trial Optional),8/9/22,11/15/24,R61/R33,NIH,NIDA,None,RFA-DA-23-028,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-028.html
NIDA REI: Racial Equity Visionary Award Program for Research on Substance Use and Racial Equity (DP1 Clinical Trial Optional),8/9/22,11/15/24,DP1,NIH,NIDA,None,RFA-DA-23-026,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-026.html
NIDA REI: Coordination Center to Support Racial Equity and Substance Use Disparities Research (U24 Clinical Trial Not Allowed),8/9/22,11/16/22,U24,NIH,NIDA,None,RFA-DA-23-025,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-025.html
NIDA REI: Reaching Equity at the Intersection of HIV and Substance Use: Novel Approaches to Address HIV Related Health Disparities in Underserved Racial/Ethnic Populations (R34 Clinical Trial Optional),8/9/22,11/22/22,R34,NIH,NIDA,None,RFA-DA-23-024,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-024.html
NIDA REI: Reaching Equity at the Intersection of HIV and Substance Use: Novel Approaches to Address HIV Related Health Disparities in Underserved Racial/Ethnic Populations (R01 Clinical Trial Optional),8/9/22,11/15/24,R01,NIH,NIDA,None,RFA-DA-23-023,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-023.html
NIDA REI: Addressing Racial Equity in Substance Use and Addiction Outcomes Through Community-Engaged Research (R01 Clinical Trial Optional),8/9/22,11/15/24,R01,NIH,NIDA,None,RFA-DA-23-013,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-013.html
HEAL Initiative: Development and Validation of Non-Rodent Mammalian Models of Pain(R01 Clinical Trial Not Allowed),8/9/22,3/7/24,R01,NIH,NINDS,"NCCIH, NCI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NIDDK",RFA-NS-22-070,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-070.html
Connecting Machine Readable Digital Human AD/ADRD Neuropathological Library Platforms for Advanced Analytics (U24 Clinical Trial Not Allowed),8/9/22,11/5/22,U24,NIH,NINDS,NIA,RFA-NS-22-062,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-062.html
REsearch Across Complementary and Integrative Health Institutions (REACH) Virtual Resource Centers (U24 Clinical Trial Not Allowed),8/9/22,11/11/22,U24,NIH,NCCIH,None,RFA-AT-23-004,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AT-23-004.html
AHRQ Mentored Clinical Scientist Research Career Development Award (K08),8/9/22,2/14/27,K08,AHRQ,AHRQ,None,PA-22-232,PA,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-22-232.html
Building Infrastructure for Precision Medicine Research on Minority Health and Disparities in Alzheimers Disease (AD) and AD-Related Dementias (ADRD) (UH2/UH3 Clinical Trial Not Allowed),8/8/22,10/22/22,UH2/UH3,NIH,NIA,None,RFA-AG-23-020,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-23-020.html
Alzheimer's-related Resource Centers for Minority Aging Research (AD/ADRD RCMAR) (P30 Clinical Trial Optional),8/5/22,10/22/22,P30,NIH,NIA,None,RFA-AG-23-025,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-23-025.html
Resource Centers for Minority Aging Research (RCMAR) (P30 Clinical Trial Optional),8/5/22,10/22/22,P30,NIH,NIA,None,RFA-AG-23-026,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-23-026.html
Resource Centers for Minority Aging Research (RCMAR) Coordinating Center (U24 Clinical Trial Optional),8/5/22,10/22/22,U24,NIH,NIA,None,RFA-AG-23-027,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-23-027.html
Notice of Special Interest (NOSI): Community-Based Participatory Research (CBPR) Initiative in Reducing and Eliminating Health Disparities with a focus on addressing diverse representation in research on Down syndrome (R21 Clinical Trial Optional),8/5/22,3/17/25,R21,NIH,OD,"NCI, NEI, NHLBI, NIA, NIAMS, NICHD, NIDCD, NIDCR, NIMHD, NINDS",NOT-OD-22-142,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-142.html
Notice of Special Interest (NOSI): Opportunities for HIV Cure Interventions at the Time of ART Initiation,8/5/22,9/8/25,"R01,R21",NIH,NIAID,NIMH,NOT-AI-22-056,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-22-056.html
Next Generation Multipurpose Prevention Technologies (NGM) (R01 Clinical Trial Optional),8/4/22,12/8/24,R01,NIH,NIAID,"NICHD, NIMH",PAR-22-222,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-222.html
HEAL Initiative: Oral Complications Arising from Pharmacotherapies to Treat Opioid Use Disorders (R21 Clinical Trial Not Allowed),8/3/22,2/15/23,R21,NIH,NIDCR,"NCCIH, NIDA",RFA-DE-23-016,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-23-016.html
HEAL Initiative: Oral Complications Arising from Pharmacotherapies to Treat Opioid Use Disorders (R01 Clinical Trial Not Allowed),8/3/22,2/15/23,R01,NIH,NIDCR,"NCCIH, NIDA",RFA-DE-23-015,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-23-015.html
NICHD Global Network for Womens and Childrens Health Research: Data Coordinating Center (U24 Clinical Trial Optional),8/3/22,11/30/22,U24,NIH,NICHD,None,RFA-HD-23-009,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-23-009.html
NICHD Global Network for Womens and Childrens Health Research: Research Units (UG1 Clinical Trial Optional),8/3/22,11/30/22,UG1,NIH,NICHD,None,RFA-HD-23-008,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-23-008.html
HEAL Initiative: Translating Research to Practice to End the Overdose Crisis (R33 Clinical Trial Optional),8/3/22,12/17/24,R33,NIH,NIDA,"NIA, NICHD, NIMH, NCCIH",RFA-DA-23-054,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-054.html
HEAL Initiative: Translating Research to Practice to End the Overdose Crisis (R61/R33 Clinical Trial Optional),8/3/22,12/17/24,R61/R33,NIH,NIDA,"NCCIH, NIA, NICHD, NIMH",RFA-DA-23-053,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-053.html
Notice of Special Interest (NOSI): HEAL Initiative: Clinical Translation of Diagnostic and Therapeutic Devices via Blueprint MedTech,8/3/22,6/21/24,"U44,UG3/UH3",NIH,NINDS,"NCCIH, NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NIMH",NOT-NS-23-002,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-23-002.html
Notice of Special Interest (NOSI): HEAL Initiative: Opioid Use Disorder Care Pathways for Individuals with Histories of Exposure to Violence,8/3/22,7/13/25,"K01,K23,R33,R61/R33",NIH,NIDA,"NCCIH, NICHD, NIMH, OBSSR",NOT-DA-23-007,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-23-007.html
Notice of Special Interest (NOSI) HEAL Initiative: Workforce Interventions to Improve Addiction Care Quality and Patient Outcomes,8/3/22,9/8/25,R61/R33,NIH,NIDA,"NCCIH, NIA, NIAAA",NOT-DA-23-008,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-23-008.html
"Global Implementation Science for Equitable Cancer Control (GlobalISE Cancer Control, U54 Clinical Trial Optional)",8/2/22,11/9/22,U54,NIH,NCI,NIMH,RFA-CA-22-019,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-22-019.html
Early-Stage Therapy Development for ADRD (R61/R33 Clinical Trial Not Allowed),8/2/22,11/1/22,R61/R33,NIH,NINDS,NIA,RFA-NS-22-059,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-059.html
"Data-Driven Tools to Accelerate the Clinical Translation of Novel Dental, Oral, and Craniofacial Biomaterials (R61/R33 - Clinical Trial Not Allowed)",8/2/22,11/10/22,R61/R33,NIH,NIDCR,None,RFA-DE-23-006,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-23-006.html
"Data-Driven Tools to Accelerate the Clinical Translation of Novel Dental, Oral, and Craniofacial Biomaterials (R42 Fast-Track - Clinical Trial Not Allowed)",8/2/22,11/10/22,R42,NIH,NIDCR,None,RFA-DE-23-007,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-23-007.html
"Data-Driven Tools to Accelerate the Clinical Translation of Novel Dental, Oral, and Craniofacial Biomaterials (Fast-Track - R44 - Clinical Trial Not Allowed)",8/2/22,11/10/22,R44,NIH,NIDCR,None,RFA-DE-23-008,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-23-008.html
Contraceptive Development Research Center (P50 Clinical Trial Optional),8/1/22,12/2/22,P50,NIH,NICHD,None,RFA-HD-23-029,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-23-029.html
HEAL Initiative: Interdisciplinary Team Science to Uncover the Mechanisms of Pain Relief by Medical Devices (RM1 Clinical Trial Optional),8/1/22,4/27/23,RM1,NIH,NINDS,"NCCIH, NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NIDDK",RFA-NS-23-003,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-23-003.html
Specialized Centers of Research Excellence (SCORE) on Sex Differences (U54 Clinical Trial Optional),8/1/22,3/14/25,U54,NIH,ORWH,"NHLBI, NIA, NIAAA, NIAMS, NIDA, NIDDK, NIEHS, NIMH",RFA-OD-22-014,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-22-014.html
Integrated Physiology of Exocrine and Endocrine Pancreas in Type 1 Diabetes (R01 - Clinical Trial Not Allowed),7/28/22,2/22/23,R01,NIH,NIDDK,None,RFA-DK-22-022,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-22-022.html
Coordinating Center for the NICHD Population Dynamics Centers Research Infrastructure Program FY 2023 (R24 Clinical Trial Not Allowed),7/28/22,12/3/22,R24,NIH,NICHD,None,RFA-HD-23-027,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-23-027.html
"HEAL Initiative: Therapeutics Development for Opioid Use Disorder in Patients with Co-occurring Mental Disorders (UG3/UH3 - Clinical Trial Optional)
",7/28/22,2/3/23,UG3/UH3,NIH,NIDA,"NCCIH, NIA, NIMH",RFA-DA-23-049,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-23-049.html
Helping to Accelerate Research Potential (HARP) (UE5 - Clinical Trial Not Allowed),7/28/22,12/1/22,UE5,NIH,NIDDK,None,RFA-DK-22-002,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-22-002.html
Notice of Special Interest (NOSI): Administrative Supplements to Support Extramural Collaborators for Notified Applicants for the Bench-to-Bedside and Back Program (BtB) (Clinical Trial Optional),7/28/22,3/7/23,Admin Supp,NIH,OD,None,NOT-OD-22-185,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-185.html
"Interventions that Address Structural Racism to Reduce Kidney Health Disparities - (U01 - Clinical Trial Required)

",7/27/22,11/18/22,U01,NIH,NIDDK,"NIMHD, NINR, ODP",RFA-DK-22-014,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-22-014.html
Interventions that Address Structural Racism to Reduce Kidney Health Disparities  Research Coordinating Center (U24 - Clinical Trial Not Allowed),7/27/22,11/18/22,U24,NIH,NIDDK,"NIMHD, NINR, ODP",RFA-DK-22-015,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-22-015.html
Geroscience Course (R25 Independent Clinical Trial Not Allowed),7/27/22,10/22/22,R25,NIH,NIA,ODS,PAR-22-214,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-214.html
Notice of Special Interest (NOSI): Promoting Mechanistic Research on Therapeutic and Other Biological Properties of Minor Cannabinoids and Terpenes,7/27/22,7/1/25,"R21,R01,UG3/UH3",NIH,NCCIH,"NCI, NEI, NIA, NIAAA, NIDA, NIDCR, NINDS, ODS, ORWH",NOT-AT-22-027,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AT-22-027.html
